item_id,card_name,title,price_usd,sold_date,scraped_at,url
306886526046,SFD Vayne,2026 RIFTBOUND SPIRITFORGED SIGNATURE OVERNUMBER #223* VAYNE - HUNTER PSA 10 Opens in a new window or tab,1999.0,2026-06-28,2026-07-11 03:04:13,https://www.ebay.com/itm/306886526046
117237945235,UNL Master Yi,2026 Riftbound UNL Unleashed Master Yi Overnumber Signature PSA 10 Gem Mint Opens in a new window or tab,1900.0,2026-06-28,2026-07-11 03:04:13,https://www.ebay.com/itm/117237945235
800231495020,OGN Ahri,2025 RIFTBOUND ORIGINS SIGNATURE OVERNUMBER #303* AHRI -NINE-TAILED FOX PSA 10 Opens in a new window or tab,5969.26,2026-06-28,2026-07-11 03:04:13,https://www.ebay.com/itm/800231495020
267695276720,OGN Miss Fortune,2025 RIFTBOUND ORIGINS EN SIGNATURE OVERNUMBER #309* MISS FORTUNE PSA 10 Opens in a new window or tab,2074.69,2026-06-28,2026-07-11 03:04:13,https://www.ebay.com/itm/267695276720
206361041613,SFD Ahri,2025 RIFTBOUND SPIRITFORGED #227*/221 AHRI SIGNATURE OVERNUMBER PSA 10 Opens in a new window or tab,7128.74,2026-06-27,2026-07-11 03:04:13,https://www.ebay.com/itm/206361041613
206361041026,SFD Irelia,2026 RIFTBOUND SPIRITFORGED #225*/221 IRELIA FERVENT SIGNATURE OVERNUMBER PSA 10 Opens in a new window or tab,2188.03,2026-06-27,2026-07-11 03:04:13,https://www.ebay.com/itm/206361041026
206361040518,OGN Teemo,2025 RIFTBOUND ORIGINS #307*/298 TEEMO SIGNATURE OVERNUMBER PSA 10 Opens in a new window or tab,2011.58,2026-06-27,2026-07-11 03:04:13,https://www.ebay.com/itm/206361040518
206361040476,OGN Kai'Sa,2025 RIFTBOUND ORIGINS #OGN-299*/298 KAI'SA SIGNATURE OVERNUMBER PSA 10 Opens in a new window or tab,5822.98,2026-06-27,2026-07-11 03:04:13,https://www.ebay.com/itm/206361040476
117115457137,Darius,2025 RIFTBOUND: LEAGUE OF LEGENDS SIGNATURE OVERNUMBER DARIUS PSA 10 Opens in a new window or tab,1299.99,2026-06-27,2026-07-11 03:04:13,https://www.ebay.com/itm/117115457137
198433235157,OGN Viktor,2025 RIFTBOUND ORIGINS LEAGUE OF LEGEND SIGNATURE OVERNUMBER #308* VIKTOR PSA 10 Opens in a new window or tab,1299.99,2026-06-24,2026-07-11 03:04:13,https://www.ebay.com/itm/198433235157
188566715885,OGN Lee Sin,PSA 10 2025 RIFTBOUND: OGN-ORIGINS LEESIN + YASUO sequential pair signatures Opens in a new window or tab,3748.14,2026-06-27,2026-07-11 03:04:13,https://www.ebay.com/itm/188566715885
307009965504,SFD Soraka,2026 RIFTBOUND SFD-SPIRITFORGED SIGNATURE OVERNUMBER SORAKA - WANDERER PSA 10 Opens in a new window or tab,977.0,2026-06-26,2026-07-11 03:04:13,https://www.ebay.com/itm/307009965504
117256251809,Ahri,2025 RIFTBOUND: LEAGUE OF LEGENDS SIGNATURE OVERNUMBER AHRI PSA 10 Opens in a new window or tab,6400.0,2026-06-26,2026-07-11 03:04:13,https://www.ebay.com/itm/117256251809
298429332532,OGN Kai'Sa,2025 RIFTBOUND ORIGINS SIGNATURE OVERNUMBER KAI'SA - DAUGHTER OF THE VOID PSA 10 Opens in a new window or tab,6200.0,2026-06-26,2026-07-11 03:04:13,https://www.ebay.com/itm/298429332532
188558502071,OGN Jinx,PSA 10 2025 RIFTBOUND:  LOL OGN-ORIGINS 301 JINX - LOOSE CANNON SIGNATURE OVN Opens in a new window or tab,2082.3,2026-06-26,2026-07-11 03:04:13,https://www.ebay.com/itm/188558502071
117255602220,Aphelios,2026 RIFTBOUND: LEAGUE OF LEGENDS SIGNATURE OVERNUMBER APHELIOS EXALTED PSA 10 Opens in a new window or tab,890.0,2026-06-26,2026-07-11 03:04:13,https://www.ebay.com/itm/117255602220
307009965775,SFD Darius,2026 RIFTBOUND SFD-SPIRITFORGED SIGNATURE OVERNUMBER DARIUS - EXECUTIONER PSA 10 Opens in a new window or tab,630.0,2026-06-26,2026-07-11 03:04:13,https://www.ebay.com/itm/307009965775
318254354265,Leona,2025 RIFTBOUND: LEAGUE OF LEGENDS SIGNATURE OVERNUMBER#306* LEONA PSA 10 Opens in a new window or tab,1300.0,2026-06-26,2026-07-11 03:04:13,https://www.ebay.com/itm/318254354265
267702859357,OGN Ahri,2025 RIFTBOUND ORIGINS SIGNATURE OVERNUMBER #303* AHRI -NINE-TAILED FOX PSA 10 Opens in a new window or tab,6161.53,2026-06-25,2026-07-11 03:04:13,https://www.ebay.com/itm/267702859357
267702859977,SFD Ahri,2026 Riftbound Spiritforged Ahri Inquisitive Overnumbered Signature #227* PSA 10 Opens in a new window or tab,6316.31,2026-06-25,2026-07-11 03:04:13,https://www.ebay.com/itm/267702859977
377276741444,OGN Teemo,2025 Riftbound Origins En Signature Overnumber #307* Teemo PSA 10 GEM MINT Opens in a new window or tab,1767.68,2026-06-25,2026-07-11 03:04:13,https://www.ebay.com/itm/377276741444
307008852037,UNL Vi,2026 RIFTBOUND UNL-UNLEASHED SIGNATURE OVERNUMBER VI - PILTOVER ENFORCER PSA 10 Opens in a new window or tab,1035.0,2026-06-25,2026-07-11 03:04:13,https://www.ebay.com/itm/307008852037
307008852015,UNL Diana,2026 RIFTBOUND UNLEASHED SIGNATURE OVERNUMBER DIANA - SCORN OF THE MOON PSA 10 Opens in a new window or tab,3850.0,2026-06-25,2026-07-11 03:04:13,https://www.ebay.com/itm/307008852015
117254972381,UNL Kha'Zix,2026 RIFTBOUND UNL-UNLEASHED SIGNATURE OVERNUMBER KHA'ZIX - VOIDREAVER PSA 10 Opens in a new window or tab,720.0,2026-06-25,2026-07-11 03:04:13,https://www.ebay.com/itm/117254972381
298426754703,UNL Rengar,2026 RIFTBOUND UNL-UNLEASHED SIGNATURE OVERNUMBER RENGAR - PRIDESTALKER PSA 10 Opens in a new window or tab,655.2,2026-06-25,2026-07-11 03:04:13,https://www.ebay.com/itm/298426754703
117254808544,UNL Leblanc,2026 RIFTBOUND UNLEASHED SIGNATURE OVERNUMBER #235* LEBLANC - DECEIVER PSA 10 Opens in a new window or tab,2550.0,2026-06-25,2026-07-11 03:04:13,https://www.ebay.com/itm/117254808544
298423859854,OGN Darius,2025 RIFTBOUND OGN-ORIGINS SIGNATURE OVERNUMBER DARIUS - HAND OF NOXUS PSA 10 Opens in a new window or tab,898.0,2026-06-25,2026-07-11 03:04:13,https://www.ebay.com/itm/298423859854
298426481464,Kha'Zix,2026 RIFTBOUND: LEAGUE OF LEGENDS SIGNATURE OVERNUMBER KHA'ZIX PSA 10 Opens in a new window or tab,810.0,2026-06-25,2026-07-11 03:04:13,https://www.ebay.com/itm/298426481464
127584411419,OGN Sett,PSA 10 GEM MINT Riftbound Sett The Boss Signature OGN 310* Overnumber Alt Art Opens in a new window or tab,1499.99,2025-12-26,2026-07-11 03:04:13,https://www.ebay.com/itm/127584411419
147315871187,SFD Bard,2026 RIFTBOUND SPIRITFORGED SIGNATURE OVERNUMBER #228* BARD - MERCURIAL PSA 10 Opens in a new window or tab,705.82,2026-06-25,2026-07-11 03:04:13,https://www.ebay.com/itm/147315871187
236798066554,SFD Aphelios,RIFTBOUND SPIRIT FORGE APHELIOS EXALTED SIGNATURE OVERNUMBER 224* PSA 10 Opens in a new window or tab,859.99,2026-06-05,2026-07-11 03:04:13,https://www.ebay.com/itm/236798066554
