snapshot_date,card_name,listings,low_ask,bin_count,auction_count,total_bids,max_bids,status
2026-07-21,SFD-228 Bard Mercurial,1,799.99,0,1,0,0,ok
2026-07-21,SFD-230 Teemo Strategist,2,2550.0,0,2,51,37,ok
2026-07-21,SFD-233 Yone Blademaster,4,2999.95,4,0,0,0,ok
2026-07-21,SFD-235 Yasuo Windrider,2,3200.0,2,0,0,0,ok
2026-07-21,SFD-236 Darius Executioner,1,2025.59,1,0,0,0,ok
2026-07-21,SFD-237 Karma Channeler,1,1025.0,0,1,28,28,ok
2026-07-21,SFD-239 Soraka Wanderer,3,1275.0,2,1,4,4,ok
2026-07-21,UNL-234 Diana Scorn of the Moon,3,2125.0,2,1,12,12,ok
2026-07-22,OGN-299 Kai'Sa Daughter of the Void,5,9400.0,4,1,15,15,ok
2026-07-22,OGN-300 Volibear Relentless Storm,1,2850.0,1,0,0,0,ok
2026-07-22,OGN-301 Jinx Loose Cannon,4,10000.0,4,0,0,0,ok
2026-07-22,OGN-303 Ahri Nine-Tailed Fox,2,9000.0,1,1,27,27,ok
2026-07-22,OGN-304 Lee Sin Blind Monk,3,6200.0,3,0,0,0,ok
2026-07-22,OGN-305 Yasuo Unforgiven,1,2500.0,0,1,1,1,ok
2026-07-22,OGN-307 Teemo Swift Scout,4,2000.0,4,0,0,0,ok
2026-07-22,OGN-308 Viktor Herald of the Arcane,3,2500.0,2,1,0,0,ok
2026-07-22,OGN-309 Miss Fortune Bounty Hunter,5,7000.0,5,0,0,0,ok
2026-07-22,OGN-310 Sett The Boss,3,90.0,2,1,28,28,ok
2026-07-22,SFD-223 Vayne Hunter,4,4950.0,2,2,90,49,ok
2026-07-22,SFD-224 Aphelios Exalted,2,1100.0,1,1,3,3,ok
2026-07-22,SFD-225 Irelia Fervent,1,5100.0,0,1,35,35,ok
2026-07-22,SFD-227 Ahri Inquisitive,5,3700.0,2,3,51,25,ok
2026-07-22,SFD-228 Bard Mercurial,1,799.99,0,1,0,0,ok
2026-07-22,SFD-230 Teemo Strategist,1,3650.0,0,1,14,14,ok
2026-07-22,SFD-233 Yone Blademaster,3,2999.95,3,0,0,0,ok
2026-07-22,SFD-235 Yasuo Windrider,2,3200.0,2,0,0,0,ok
2026-07-22,SFD-236 Darius Executioner,1,2020.13,1,0,0,0,ok
2026-07-22,SFD-237 Karma Channeler,1,1125.0,0,1,29,29,ok
2026-07-22,SFD-239 Soraka Wanderer,3,1500.0,2,1,12,12,ok
2026-07-22,UNL-227 Rengar Pridestalker,1,405.0,0,1,18,18,ok
2026-07-22,UNL-234 Diana Scorn of the Moon,2,3150.0,1,1,17,17,ok
2026-07-22,UNL-236 Kha'Zix Voidreaver,1,10000.0,1,0,0,0,ok
2026-07-23,OGN-299 Kai'Sa Daughter of the Void,5,11800.0,4,1,28,28,ok
2026-07-23,OGN-300 Volibear Relentless Storm,1,2850.0,1,0,0,0,ok
2026-07-23,OGN-301 Jinx Loose Cannon,3,11412.0,3,0,0,0,ok
2026-07-23,OGN-303 Ahri Nine-Tailed Fox,2,9100.0,1,1,28,28,ok
2026-07-23,OGN-304 Lee Sin Blind Monk,3,5999.99,3,0,0,0,ok
2026-07-23,OGN-305 Yasuo Unforgiven,1,2550.0,0,1,2,2,ok
2026-07-23,OGN-307 Teemo Swift Scout,4,2000.0,4,0,0,0,ok
2026-07-23,OGN-308 Viktor Herald of the Arcane,3,2500.0,2,1,1,1,ok
2026-07-23,OGN-309 Miss Fortune Bounty Hunter,6,7000.0,6,0,0,0,ok
2026-07-23,OGN-310 Sett The Boss,3,90.0,2,1,30,30,ok
2026-07-23,SFD-223 Vayne Hunter,2,5300.0,1,1,50,50,ok
2026-07-23,SFD-224 Aphelios Exalted,3,1100.0,2,1,3,3,ok
2026-07-23,SFD-225 Irelia Fervent,2,6.5,0,2,13,8,ok
2026-07-23,SFD-227 Ahri Inquisitive,4,5100.0,2,2,33,18,ok
2026-07-23,SFD-228 Bard Mercurial,2,799.99,1,1,0,0,ok
2026-07-23,SFD-230 Teemo Strategist,1,3950.0,0,1,15,15,ok
2026-07-23,SFD-233 Yone Blademaster,3,2999.95,3,0,0,0,ok
2026-07-23,SFD-235 Yasuo Windrider,2,3200.0,2,0,0,0,ok
2026-07-23,SFD-236 Darius Executioner,1,2023.14,1,0,0,0,ok
2026-07-23,SFD-237 Karma Channeler,1,1125.0,0,1,29,29,ok
2026-07-23,SFD-239 Soraka Wanderer,3,1500.0,2,1,12,12,ok
2026-07-23,UNL-227 Rengar Pridestalker,1,680.0,0,1,25,25,ok
2026-07-23,UNL-234 Diana Scorn of the Moon,2,3900.0,1,1,20,20,ok
2026-07-23,UNL-236 Kha'Zix Voidreaver,1,8000.0,1,0,0,0,ok
2026-07-24,OGN-299 Kai'Sa Daughter of the Void,6,14000.0,6,0,0,0,ok
2026-07-24,OGN-300 Volibear Relentless Storm,1,2850.0,1,0,0,0,ok
2026-07-24,OGN-301 Jinx Loose Cannon,5,1499.0,5,0,0,0,ok
2026-07-24,OGN-303 Ahri Nine-Tailed Fox,1,11999.99,1,0,0,0,ok
2026-07-24,OGN-304 Lee Sin Blind Monk,4,2800.0,4,0,0,0,ok
2026-07-24,OGN-305 Yasuo Unforgiven,1,2600.0,0,1,3,3,ok
2026-07-24,OGN-306 Leona Radiant Dawn,1,2300.0,1,0,0,0,ok
2026-07-24,OGN-307 Teemo Swift Scout,4,2000.0,4,0,0,0,ok
2026-07-24,OGN-308 Viktor Herald of the Arcane,3,2550.0,2,1,2,2,ok
2026-07-24,OGN-309 Miss Fortune Bounty Hunter,6,4500.0,6,0,0,0,ok
2026-07-24,OGN-310 Sett The Boss,3,90.0,3,0,0,0,ok
2026-07-24,SFD-223 Vayne Hunter,2,5500.0,2,0,0,0,ok
2026-07-24,SFD-224 Aphelios Exalted,3,1125.0,2,1,4,4,ok
2026-07-24,SFD-225 Irelia Fervent,3,1446.07,0,3,52,19,ok
2026-07-24,SFD-227 Ahri Inquisitive,4,8100.0,2,2,41,21,ok
2026-07-24,SFD-228 Bard Mercurial,2,799.99,1,1,0,0,ok
2026-07-24,SFD-230 Teemo Strategist,1,3950.0,0,1,15,15,ok
2026-07-24,SFD-233 Yone Blademaster,3,2889.95,3,0,0,0,ok
2026-07-24,SFD-235 Yasuo Windrider,2,3200.0,2,0,0,0,ok
2026-07-24,SFD-236 Darius Executioner,1,2023.43,1,0,0,0,ok
2026-07-24,SFD-237 Karma Channeler,2,315.0,0,2,38,32,ok
2026-07-24,SFD-239 Soraka Wanderer,3,1500.0,2,1,12,12,ok
2026-07-24,UNL-227 Rengar Pridestalker,1,690.0,0,1,26,26,ok
2026-07-24,UNL-234 Diana Scorn of the Moon,2,4200.0,1,1,22,22,ok
2026-07-25,OGN-299 Kai'Sa Daughter of the Void,6,14000.0,6,0,0,0,ok
2026-07-25,OGN-300 Volibear Relentless Storm,2,2850.0,2,0,0,0,ok
2026-07-25,OGN-301 Jinx Loose Cannon,5,510.0,4,1,6,6,ok
2026-07-25,OGN-302 Darius Hand of Noxus,1,3000.0,1,0,0,0,ok
2026-07-25,OGN-303 Ahri Nine-Tailed Fox,1,11000.0,1,0,0,0,ok
2026-07-25,OGN-304 Lee Sin Blind Monk,4,2800.0,4,0,0,0,ok
2026-07-25,OGN-306 Leona Radiant Dawn,1,2300.0,1,0,0,0,ok
2026-07-25,OGN-307 Teemo Swift Scout,4,2000.0,4,0,0,0,ok
2026-07-25,OGN-308 Viktor Herald of the Arcane,2,3210.34,2,0,0,0,ok
2026-07-25,OGN-309 Miss Fortune Bounty Hunter,7,4500.0,7,0,0,0,ok
2026-07-25,OGN-310 Sett The Boss,4,90.0,4,0,0,0,ok
2026-07-25,SFD-223 Vayne Hunter,2,5500.0,2,0,0,0,ok
2026-07-25,SFD-224 Aphelios Exalted,3,1125.0,2,1,4,4,ok
2026-07-25,SFD-225 Irelia Fervent,3,2547.34,0,3,64,22,ok
2026-07-25,SFD-227 Ahri Inquisitive,4,9000.0,2,2,47,25,ok
2026-07-25,SFD-228 Bard Mercurial,1,2000.0,1,0,0,0,ok
2026-07-25,SFD-230 Teemo Strategist,1,3950.0,0,1,15,15,ok
2026-07-25,SFD-233 Yone Blademaster,5,0.99,4,1,1,1,ok
2026-07-25,SFD-235 Yasuo Windrider,2,3200.0,2,0,0,0,ok
2026-07-25,SFD-236 Darius Executioner,1,2021.85,1,0,0,0,ok
2026-07-25,SFD-237 Karma Channeler,2,315.0,1,1,6,6,ok
2026-07-25,SFD-239 Soraka Wanderer,4,1500.0,3,1,13,13,ok
2026-07-25,UNL-227 Rengar Pridestalker,1,720.0,0,1,29,29,ok
2026-07-25,UNL-234 Diana Scorn of the Moon,2,4200.0,1,1,22,22,ok
2026-07-25,[set-ambiguous] Sett,1,3200.0,1,0,0,0,ok
2026-07-26,OGN-299 Kai'Sa Daughter of the Void,6,13750.0,6,0,0,0,ok
2026-07-26,OGN-300 Volibear Relentless Storm,2,2850.0,2,0,0,0,ok
2026-07-26,OGN-301 Jinx Loose Cannon,5,2690.0,4,1,18,18,ok
2026-07-26,OGN-302 Darius Hand of Noxus,1,3000.0,1,0,0,0,ok
2026-07-26,OGN-303 Ahri Nine-Tailed Fox,1,13000.0,1,0,0,0,ok
2026-07-26,OGN-304 Lee Sin Blind Monk,4,2800.0,4,0,0,0,ok
2026-07-26,OGN-306 Leona Radiant Dawn,1,2300.0,1,0,0,0,ok
2026-07-26,OGN-307 Teemo Swift Scout,4,1800.0,4,0,0,0,ok
2026-07-26,OGN-308 Viktor Herald of the Arcane,1,3331.25,1,0,0,0,ok
2026-07-26,OGN-309 Miss Fortune Bounty Hunter,7,4500.0,7,0,0,0,ok
2026-07-26,OGN-310 Sett The Boss,4,90.0,4,0,0,0,ok
2026-07-26,SFD-223 Vayne Hunter,2,5500.0,2,0,0,0,ok
2026-07-26,SFD-224 Aphelios Exalted,3,1425.0,2,1,7,7,ok
2026-07-26,SFD-225 Irelia Fervent,3,3768.66,0,3,74,26,ok
2026-07-26,SFD-227 Ahri Inquisitive,5,727.16,2,3,41,25,ok
2026-07-26,SFD-230 Teemo Strategist,2,4500.0,2,0,0,0,ok
2026-07-26,SFD-233 Yone Blademaster,5,690.0,4,1,5,5,ok
2026-07-26,SFD-235 Yasuo Windrider,2,3200.0,2,0,0,0,ok
2026-07-26,SFD-236 Darius Executioner,1,2021.85,1,0,0,0,ok
2026-07-26,SFD-237 Karma Channeler,2,510.0,1,1,14,14,ok
2026-07-26,SFD-239 Soraka Wanderer,3,1500.0,3,0,0,0,ok
2026-07-26,UNL-227 Rengar Pridestalker,1,908.0,0,1,33,33,ok
2026-07-26,UNL-234 Diana Scorn of the Moon,4,810.0,1,3,36,22,ok
2026-07-26,[set-ambiguous] Sett,1,3200.0,1,0,0,0,ok
2026-07-27,OGN-299 Kai'Sa Daughter of the Void,6,13750.0,6,0,0,0,ok
2026-07-27,OGN-300 Volibear Relentless Storm,2,2800.0,2,0,0,0,ok
2026-07-27,OGN-301 Jinx Loose Cannon,5,2690.0,4,1,25,25,ok
2026-07-27,OGN-302 Darius Hand of Noxus,1,3000.0,1,0,0,0,ok
2026-07-27,OGN-303 Ahri Nine-Tailed Fox,1,13000.0,1,0,0,0,ok
2026-07-27,OGN-304 Lee Sin Blind Monk,4,2800.0,4,0,0,0,ok
2026-07-27,OGN-305 Yasuo Unforgiven,1,4400.0,1,0,0,0,ok
2026-07-27,OGN-306 Leona Radiant Dawn,2,2300.0,2,0,0,0,ok
2026-07-27,OGN-307 Teemo Swift Scout,4,1800.0,4,0,0,0,ok
2026-07-27,OGN-309 Miss Fortune Bounty Hunter,5,6999.99,5,0,0,0,ok
2026-07-27,OGN-310 Sett The Boss,4,90.0,4,0,0,0,ok
2026-07-27,SFD-223 Vayne Hunter,1,5999.0,1,0,0,0,ok
2026-07-27,SFD-224 Aphelios Exalted,2,1750.0,2,0,0,0,ok
2026-07-27,SFD-225 Irelia Fervent,3,4047.82,0,3,73,27,ok
2026-07-27,SFD-227 Ahri Inquisitive,7,132.5,3,4,55,26,ok
2026-07-27,SFD-230 Teemo Strategist,3,4500.0,3,0,0,0,ok
2026-07-27,SFD-233 Yone Blademaster,5,3.25,3,2,8,6,ok
2026-07-27,SFD-235 Yasuo Windrider,2,3200.0,2,0,0,0,ok
2026-07-27,SFD-236 Darius Executioner,1,2021.85,1,0,0,0,ok
2026-07-27,SFD-237 Karma Channeler,2,530.0,1,1,16,16,ok
2026-07-27,SFD-239 Soraka Wanderer,3,1500.0,3,0,0,0,ok
2026-07-27,UNL-227 Rengar Pridestalker,1,938.0,0,1,36,36,ok
2026-07-27,UNL-234 Diana Scorn of the Moon,4,2650.0,1,3,66,33,ok
2026-07-27,[set-ambiguous] Sett,1,3200.0,1,0,0,0,ok
2026-07-28,OGN-299 Kai'Sa Daughter of the Void,5,13750.0,5,0,0,0,ok
2026-07-28,OGN-300 Volibear Relentless Storm,3,2800.0,3,0,0,0,ok
2026-07-28,OGN-301 Jinx Loose Cannon,7,1.0,4,3,32,28,ok
2026-07-28,OGN-302 Darius Hand of Noxus,1,3000.0,1,0,0,0,ok
2026-07-28,OGN-303 Ahri Nine-Tailed Fox,1,13000.0,1,0,0,0,ok
2026-07-28,OGN-304 Lee Sin Blind Monk,4,2800.0,4,0,0,0,ok
2026-07-28,OGN-305 Yasuo Unforgiven,1,4400.0,1,0,0,0,ok
2026-07-28,OGN-306 Leona Radiant Dawn,3,2300.0,3,0,0,0,ok
2026-07-28,OGN-307 Teemo Swift Scout,3,6500.0,3,0,0,0,ok
2026-07-28,OGN-308 Viktor Herald of the Arcane,1,1.25,0,1,2,2,ok
2026-07-28,OGN-309 Miss Fortune Bounty Hunter,3,6999.99,3,0,0,0,ok
2026-07-28,OGN-310 Sett The Boss,3,90.0,3,0,0,0,ok
2026-07-28,SFD-223 Vayne Hunter,1,8000.0,1,0,0,0,ok
2026-07-28,SFD-224 Aphelios Exalted,2,1750.0,2,0,0,0,ok
2026-07-28,SFD-225 Irelia Fervent,3,4055.36,0,3,73,27,ok
2026-07-28,SFD-227 Ahri Inquisitive,8,938.05,5,3,85,54,ok
2026-07-28,SFD-230 Teemo Strategist,3,4500.0,3,0,0,0,ok
2026-07-28,SFD-233 Yone Blademaster,4,730.0,2,2,17,9,ok
2026-07-28,SFD-235 Yasuo Windrider,2,3200.0,2,0,0,0,ok
2026-07-28,SFD-236 Darius Executioner,1,2017.7,1,0,0,0,ok
2026-07-28,SFD-237 Karma Channeler,2,530.0,1,1,16,16,ok
2026-07-28,SFD-239 Soraka Wanderer,4,1500.0,4,0,0,0,ok
2026-07-28,UNL-227 Rengar Pridestalker,1,1033.0,0,1,40,40,ok
2026-07-28,UNL-234 Diana Scorn of the Moon,3,3950.0,1,2,40,23,ok
2026-07-28,[set-ambiguous] Sett,1,3200.0,1,0,0,0,ok
2026-07-29,OGN-299 Kai'Sa Daughter of the Void,5,13750.0,5,0,0,0,ok
2026-07-29,OGN-300 Volibear Relentless Storm,4,2800.0,4,0,0,0,ok
2026-07-29,OGN-301 Jinx Loose Cannon,8,590.0,5,3,49,31,ok
2026-07-29,OGN-302 Darius Hand of Noxus,1,3000.0,1,0,0,0,ok
2026-07-29,OGN-304 Lee Sin Blind Monk,4,2800.0,4,0,0,0,ok
2026-07-29,OGN-305 Yasuo Unforgiven,1,4400.0,1,0,0,0,ok
2026-07-29,OGN-306 Leona Radiant Dawn,3,2300.0,3,0,0,0,ok
2026-07-29,OGN-307 Teemo Swift Scout,3,6500.0,3,0,0,0,ok
2026-07-29,OGN-308 Viktor Herald of the Arcane,1,3.25,0,1,5,5,ok
2026-07-29,OGN-309 Miss Fortune Bounty Hunter,3,6999.99,3,0,0,0,ok
2026-07-29,OGN-310 Sett The Boss,3,90.0,3,0,0,0,ok
2026-07-29,SFD-223 Vayne Hunter,2,0.99,1,1,1,1,ok
2026-07-29,SFD-224 Aphelios Exalted,2,1750.0,2,0,0,0,ok
2026-07-29,SFD-225 Irelia Fervent,3,4498.88,0,3,76,29,ok
2026-07-29,SFD-227 Ahri Inquisitive,11,5.5,7,4,116,55,ok
2026-07-29,SFD-230 Teemo Strategist,3,4800.0,3,0,0,0,ok
2026-07-29,SFD-233 Yone Blademaster,4,1000.0,2,2,28,14,ok
2026-07-29,SFD-235 Yasuo Windrider,2,3200.0,2,0,0,0,ok
2026-07-29,SFD-236 Darius Executioner,1,2020.27,1,0,0,0,ok
2026-07-29,SFD-237 Karma Channeler,2,726.0,1,1,21,21,ok
2026-07-29,SFD-239 Soraka Wanderer,5,40.41,4,1,9,9,ok
2026-07-29,UNL-234 Diana Scorn of the Moon,4,4000.0,2,2,41,23,ok
2026-07-29,[set-ambiguous] Sett,1,3200.0,1,0,0,0,ok
2026-07-30,OGN-299 Kai'Sa Daughter of the Void,5,13750.0,5,0,0,0,ok
2026-07-30,OGN-300 Volibear Relentless Storm,4,2800.0,4,0,0,0,ok
2026-07-30,OGN-301 Jinx Loose Cannon,10,5.5,6,4,59,31,ok
2026-07-30,OGN-302 Darius Hand of Noxus,1,3000.0,1,0,0,0,ok
2026-07-30,OGN-303 Ahri Nine-Tailed Fox,1,132.5,0,1,5,5,ok
2026-07-30,OGN-304 Lee Sin Blind Monk,4,2800.0,4,0,0,0,ok
2026-07-30,OGN-305 Yasuo Unforgiven,1,4400.0,1,0,0,0,ok
2026-07-30,OGN-306 Leona Radiant Dawn,3,2300.0,3,0,0,0,ok
2026-07-30,OGN-307 Teemo Swift Scout,3,6500.0,3,0,0,0,ok
2026-07-30,OGN-308 Viktor Herald of the Arcane,1,3.25,0,1,5,5,ok
2026-07-30,OGN-309 Miss Fortune Bounty Hunter,3,6999.99,3,0,0,0,ok
2026-07-30,OGN-310 Sett The Boss,4,90.0,3,1,0,0,ok
2026-07-30,SFD-223 Vayne Hunter,3,9.5,1,2,6,4,ok
2026-07-30,SFD-224 Aphelios Exalted,2,1750.0,2,0,0,0,ok
2026-07-30,SFD-225 Irelia Fervent,1,5564.8,0,1,32,32,ok
2026-07-30,SFD-227 Ahri Inquisitive,12,4413.75,8,4,156,55,ok
2026-07-30,SFD-230 Teemo Strategist,3,4800.0,3,0,0,0,ok
2026-07-30,SFD-233 Yone Blademaster,4,1475.0,2,2,32,17,ok
2026-07-30,SFD-235 Yasuo Windrider,2,3200.0,2,0,0,0,ok
2026-07-30,SFD-236 Darius Executioner,1,2028.9,1,0,0,0,ok
2026-07-30,SFD-237 Karma Channeler,2,820.0,1,1,24,24,ok
2026-07-30,SFD-239 Soraka Wanderer,4,569.52,3,1,28,28,ok
2026-07-30,UNL-234 Diana Scorn of the Moon,4,4000.0,2,2,41,23,ok
2026-07-31,OGN-299 Kai'Sa Daughter of the Void,5,13750.0,5,0,0,0,ok
2026-07-31,OGN-300 Volibear Relentless Storm,4,2800.0,4,0,0,0,ok
2026-07-31,OGN-301 Jinx Loose Cannon,9,2125.01,5,4,82,31,ok
2026-07-31,OGN-302 Darius Hand of Noxus,1,3000.0,1,0,0,0,ok
2026-07-31,OGN-303 Ahri Nine-Tailed Fox,2,7800.0,1,1,33,33,ok
2026-07-31,OGN-304 Lee Sin Blind Monk,4,2800.0,4,0,0,0,ok
2026-07-31,OGN-305 Yasuo Unforgiven,1,4400.0,1,0,0,0,ok
2026-07-31,OGN-306 Leona Radiant Dawn,3,2300.0,3,0,0,0,ok
2026-07-31,OGN-307 Teemo Swift Scout,4,1600.0,4,0,0,0,ok
2026-07-31,OGN-308 Viktor Herald of the Arcane,1,305.0,0,1,9,9,ok
2026-07-31,OGN-309 Miss Fortune Bounty Hunter,4,510.0,3,1,6,6,ok
2026-07-31,OGN-310 Sett The Boss,4,90.0,3,1,0,0,ok
2026-07-31,SFD-223 Vayne Hunter,5,34.0,2,3,40,30,ok
2026-07-31,SFD-224 Aphelios Exalted,2,1750.0,2,0,0,0,ok
2026-07-31,SFD-227 Ahri Inquisitive,14,510.0,9,5,171,57,ok
2026-07-31,SFD-228 Bard Mercurial,1,799.99,0,1,0,0,ok
2026-07-31,SFD-230 Teemo Strategist,3,4800.0,3,0,0,0,ok
2026-07-31,SFD-233 Yone Blademaster,4,1700.0,2,2,38,19,ok
2026-07-31,SFD-235 Yasuo Windrider,2,3200.0,2,0,0,0,ok
2026-07-31,SFD-236 Darius Executioner,1,2033.97,1,0,0,0,ok
2026-07-31,SFD-237 Karma Channeler,1,1784.18,1,0,0,0,ok
2026-07-31,SFD-239 Soraka Wanderer,5,570.94,4,1,28,28,ok
2026-07-31,UNL-234 Diana Scorn of the Moon,4,4200.0,2,2,49,28,ok
2026-08-01,OGN-299 Kai'Sa Daughter of the Void,5,13750.0,5,0,0,0,ok
2026-08-01,OGN-300 Volibear Relentless Storm,3,2900.0,3,0,0,0,ok
2026-08-01,OGN-301 Jinx Loose Cannon,8,2690.0,5,3,59,28,ok
2026-08-01,OGN-302 Darius Hand of Noxus,1,3000.0,1,0,0,0,ok
2026-08-01,OGN-303 Ahri Nine-Tailed Fox,3,7800.0,2,1,33,33,ok
2026-08-01,OGN-304 Lee Sin Blind Monk,3,2800.0,3,0,0,0,ok
2026-08-01,OGN-305 Yasuo Unforgiven,1,4400.0,1,0,0,0,ok
2026-08-01,OGN-306 Leona Radiant Dawn,3,2300.0,3,0,0,0,ok
2026-08-01,OGN-307 Teemo Swift Scout,4,1600.0,4,0,0,0,ok
2026-08-01,OGN-308 Viktor Herald of the Arcane,1,510.0,0,1,10,10,ok
2026-08-01,OGN-309 Miss Fortune Bounty Hunter,4,2364.0,3,1,9,9,ok
2026-08-01,OGN-310 Sett The Boss,4,90.0,3,1,0,0,ok
2026-08-01,SFD-223 Vayne Hunter,5,179.5,2,3,72,33,ok
2026-08-01,SFD-224 Aphelios Exalted,2,1750.0,2,0,0,0,ok
2026-08-01,SFD-227 Ahri Inquisitive,14,2025.0,9,5,199,59,ok
2026-08-01,SFD-228 Bard Mercurial,1,799.99,0,1,0,0,ok
2026-08-01,SFD-230 Teemo Strategist,3,4800.0,3,0,0,0,ok
2026-08-01,SFD-233 Yone Blademaster,4,610.0,2,2,32,20,ok
2026-08-01,SFD-235 Yasuo Windrider,1,3509.5,1,0,0,0,ok
2026-08-01,SFD-236 Darius Executioner,1,2032.67,1,0,0,0,ok
2026-08-01,SFD-237 Karma Channeler,1,1604.74,1,0,0,0,ok
2026-08-01,SFD-239 Soraka Wanderer,5,1444.26,4,1,32,32,ok
2026-08-01,UNL-229 Vi Piltover Enforcer,1,2700.0,1,0,0,0,ok
2026-08-01,UNL-234 Diana Scorn of the Moon,4,4300.0,2,2,55,32,ok
2026-08-02,OGN-299 Kai'Sa Daughter of the Void,5,13750.0,5,0,0,0,ok
2026-08-02,OGN-300 Volibear Relentless Storm,2,2900.0,2,0,0,0,ok
2026-08-02,OGN-301 Jinx Loose Cannon,7,2690.0,4,3,61,29,ok
2026-08-02,OGN-302 Darius Hand of Noxus,1,3000.0,1,0,0,0,ok
2026-08-02,OGN-303 Ahri Nine-Tailed Fox,3,11100.0,2,1,40,40,ok
2026-08-02,OGN-304 Lee Sin Blind Monk,3,2800.0,3,0,0,0,ok
2026-08-02,OGN-305 Yasuo Unforgiven,1,4400.0,1,0,0,0,ok
2026-08-02,OGN-306 Leona Radiant Dawn,2,2300.0,2,0,0,0,ok
2026-08-02,OGN-307 Teemo Swift Scout,4,1600.0,4,0,0,0,ok
2026-08-02,OGN-308 Viktor Herald of the Arcane,1,2025.0,0,1,12,12,ok
2026-08-02,OGN-309 Miss Fortune Bounty Hunter,4,3050.0,3,1,13,13,ok
2026-08-02,OGN-310 Sett The Boss,4,90.0,3,1,0,0,ok
2026-08-02,SFD-223 Vayne Hunter,5,255.0,2,3,87,44,ok
2026-08-02,SFD-224 Aphelios Exalted,3,0.99,2,1,1,1,ok
2026-08-02,SFD-225 Irelia Fervent,1,6500.0,1,0,0,0,ok
2026-08-02,SFD-227 Ahri Inquisitive,13,0.89,9,4,123,60,ok
2026-08-02,SFD-228 Bard Mercurial,1,799.99,0,1,0,0,ok
2026-08-02,SFD-230 Teemo Strategist,3,4500.0,3,0,0,0,ok
2026-08-02,SFD-233 Yone Blademaster,5,0.99,2,3,36,21,ok
2026-08-02,SFD-235 Yasuo Windrider,1,3509.5,1,0,0,0,ok
2026-08-02,SFD-236 Darius Executioner,1,2032.67,1,0,0,0,ok
2026-08-02,SFD-237 Karma Channeler,1,1604.74,1,0,0,0,ok
2026-08-02,SFD-239 Soraka Wanderer,4,1444.26,3,1,32,32,ok
2026-08-02,UNL-226 Jhin Virtuoso,1,3999.99,1,0,0,0,ok
2026-08-02,UNL-233 Ivern Green Father,1,2500.0,1,0,0,0,ok
2026-08-02,UNL-234 Diana Scorn of the Moon,2,6500.0,2,0,0,0,ok
2026-08-02,UNL-235 Leblanc Deceiver,1,4750.0,1,0,0,0,ok
2026-08-02,UNL-236 Kha'Zix Voidreaver,1,0.99,0,1,1,1,ok
2026-08-03,OGN-299 Kai'Sa Daughter of the Void,5,13750.0,5,0,0,0,ok
2026-08-03,OGN-300 Volibear Relentless Storm,1,2800.0,1,0,0,0,ok
2026-08-03,OGN-301 Jinx Loose Cannon,7,2690.0,4,3,71,33,ok
2026-08-03,OGN-302 Darius Hand of Noxus,1,3000.0,1,0,0,0,ok
2026-08-03,OGN-303 Ahri Nine-Tailed Fox,3,11600.0,2,1,41,41,ok
2026-08-03,OGN-304 Lee Sin Blind Monk,3,2800.0,3,0,0,0,ok
2026-08-03,OGN-305 Yasuo Unforgiven,1,4400.0,1,0,0,0,ok
2026-08-03,OGN-306 Leona Radiant Dawn,2,2300.0,2,0,0,0,ok
2026-08-03,OGN-307 Teemo Swift Scout,4,2200.0,4,0,0,0,ok
2026-08-03,OGN-308 Viktor Herald of the Arcane,1,2025.0,0,1,12,12,ok
2026-08-03,OGN-309 Miss Fortune Bounty Hunter,4,3050.0,3,1,13,13,ok
2026-08-03,OGN-310 Sett The Boss,4,90.0,3,1,0,0,ok
2026-08-03,SFD-223 Vayne Hunter,7,255.0,4,3,92,46,ok
2026-08-03,SFD-224 Aphelios Exalted,3,4.25,2,1,2,2,ok
2026-08-03,SFD-225 Irelia Fervent,1,4.25,0,1,2,2,ok
2026-08-03,SFD-227 Ahri Inquisitive,11,2674.56,8,3,69,40,ok
2026-08-03,SFD-228 Bard Mercurial,1,799.99,0,1,0,0,ok
2026-08-03,SFD-230 Teemo Strategist,5,2.99,3,2,4,3,ok
2026-08-03,SFD-233 Yone Blademaster,4,0.99,2,2,16,15,ok
2026-08-03,SFD-235 Yasuo Windrider,2,313.72,1,1,0,0,ok
2026-08-03,SFD-236 Darius Executioner,1,2032.67,1,0,0,0,ok
2026-08-03,SFD-237 Karma Channeler,1,1604.74,1,0,0,0,ok
2026-08-03,SFD-239 Soraka Wanderer,3,1500.0,3,0,0,0,ok
2026-08-03,UNL-226 Jhin Virtuoso,1,3999.99,1,0,0,0,ok
2026-08-03,UNL-233 Ivern Green Father,1,2500.0,1,0,0,0,ok
2026-08-03,UNL-234 Diana Scorn of the Moon,2,6500.0,2,0,0,0,ok
2026-08-03,UNL-235 Leblanc Deceiver,1,4750.0,1,0,0,0,ok
2026-08-03,UNL-236 Kha'Zix Voidreaver,1,0.99,0,1,1,1,ok
2026-08-04,OGN-299 Kai'Sa Daughter of the Void,7,4100.0,7,0,0,0,ok
2026-08-04,OGN-300 Volibear Relentless Storm,1,2800.0,1,0,0,0,ok
2026-08-04,OGN-301 Jinx Loose Cannon,7,2690.0,5,2,38,25,ok
2026-08-04,OGN-302 Darius Hand of Noxus,2,2600.0,2,0,0,0,ok
2026-08-04,OGN-303 Ahri Nine-Tailed Fox,4,7000.0,3,1,42,42,ok
